17571564:		550	1
6131164:		548	93
1618:		547	17
42899:		547	21
8908:		545	7
2282133:		543	42
11857408:		542	30
13638125:		541	33
24378015:		538	23
23174274:		536	84
17399160:		535	48
17383918:		534	113
12294652:		534	39
8709527:		534	40
47212:		531	11
60510:		530	47
27833670:		530	80
9593913:		529	89
6527740:		529	45
1:		528	39
7488244:		524	31
25111004:		523	38
18189606:		522	50
764347:		520	40
12558285:		519	29
5886881:		518	46
23308084:		517	66
12813630:		516	25
10335308:		516	2
2802316:		513	37
22918050:		511	67
15283043:		511	27
13623150:		507	12
865:		505	10
49750:		504	20
28763485:		503	48
13497:		502	32
13449693:		498	31
12700353:		497	17
8591107:		496	36
20898019:		494	5
10664113:		490	47
7728889:		489	30
23513349:		488	3
5907:		487	18
20983362:		487	31
25526296:		486	32
17314430:		485	18
9418327:		484	2
10572:		484	24
16034964:		480	17
2118745:		479	57
19351043:		479	12
8475505:		479	17
10215349:		479	26
68428:		478	51
25689074:		477	27
9680718:		474	28
7864437:		474	105
20443207:		474	33
16429619:		472	51
10429092:		470	51
18705209:		466	69
38619:		464	24
428263:		463	6
4407:		460	19
7664334:		459	24
12954620:		457	56
17234658:		455	49
5996153:		455	40
13644052:		452	56
11:		450	8
6479259:		449	27
29069989:		447	104
19486412:		447	34
1215032:		447	45
12127750:		446	36
301082:		446	12
7613:		445	9
11408650:		444	33
28678119:		442	29
13125947:		442	50
9464733:		442	22
17333223:		442	33
2728527:		442	8
18966819:		441	41
19358975:		441	17
6334:		440	30
18243700:		439	37
9520360:		438	30
25558608:		438	55
693208:		437	8
18053060:		437	41
12127810:		436	67
4268157:		436	16
11614718:		435	41
10210:		435	21
77203:		434	23
62291:		433	46
112750:		432	16
15724396:		432	28
11808950:		431	24
11925514:		431	24
8709523:		430	44
23299512:		430	27
20443235:		429	46
20309175:		427	9
6288:		427	11
12067:		427	4
15745950:		427	18
16278318:		427	42
2120932:		427	31
439288:		426	16
15760001:		424	9
78411:		424	12
16102004:		423	9
10644930:		423	53
16070903:		423	30
30183:		422	12
5899779:		421	15
561456:		421	29
71811:		420	13
14497:		419	20
7791997:		419	21
19288043:		418	63
157993:		418	0
17565845:		417	36
25203675:		415	28
26074181:		415	74
21414439:		414	25
13455782:		414	49
12232938:		413	19
18293427:		412	28
18659623:		412	7
18214414:		410	13
1421990:		409	16
17934530:		409	19
6654313:		408	12
28458598:		408	27
6493208:		407	3
7747374:		407	23
13055592:		406	28
16081272:		405	32
66559:		405	37
12983100:		405	31
22318578:		404	2
13526165:		404	21
17061:		404	5
16056408:		404	26
25883848:		402	21
24817626:		400	50
18335634:		400	63
12680907:		400	47
23093367:		400	20
8835379:		399	24
7741325:		399	7
18660447:		399	27
18298225:		399	11
16793:		398	13
18143950:		397	31
21853621:		396	30
15790842:		396	28
10929432:		396	19
22840421:		395	16
127455:		395	29
9794437:		394	29
1232:		393	12
20958632:		393	19
16131484:		391	48
16151178:		390	14
17182126:		390	39
7719245:		390	10
15768409:		389	54
9413044:		389	30
11988046:		387	22
12262741:		387	17
29939230:		387	61
15819028:		387	21
27190613:		386	27
10874177:		385	6
9681214:		384	27
8709526:		383	38
5821978:		383	16
7747064:		382	27
113436:		382	12
7600924:		382	28
25614492:		380	35
13615258:		378	4
49628:		378	24
16299:		378	18
6294:		378	18
21787:		378	6
7824322:		377	15
9673436:		375	4
14050:		375	16
18490:		373	12
13644055:		373	29
7304203:		373	31
7619057:		372	24
18131:		371	11
4981:		371	4
20299683:		370	1
17212231:		370	41
12394100:		369	27
18635016:		368	66
8428064:		368	21
13496084:		367	20
7235533:		367	17
17286849:		366	25
3682:		365	19
4214:		364	23
23705512:		364	3
19501:		364	3
23846013:		363	38
22910900:		363	13
29283884:		363	23
9533378:		362	7
7624:		361	9
25486998:		361	32
12868761:		361	1
27252717:		360	27
16150830:		360	57
30653853:		359	13
17617277:		358	17
8520610:		358	4
20639274:		357	15
26893819:		357	19
17838528:		357	31
5060378:		357	5
23305614:		357	20
15711341:		356	10
18774964:		356	20
5129:		355	8
18712886:		354	10
13253276:		353	32
8685612:		352	25
305234:		352	18
17333324:		352	20
9833184:		350	34
15790873:		349	12
6408862:		349	37
13548456:		349	19
6185:		348	15
6050678:		348	7
18693763:		347	21
12033455:		346	20
18302455:		346	31
8788554:		345	24
20821614:		343	30
968:		343	4
5297:		343	10
7094569:		341	48
9409458:		341	28
7445:		341	10
6690798:		339	21
448873:		338	14
544891:		338	5
25451555:		337	25
19161852:		337	34
4502507:		336	10
26252859:		335	61
18966806:		335	39
40440:		335	21
3975774:		334	11
12432220:		334	29
23848559:		334	2
23009402:		334	27
119322:		333	9
25564665:		333	16
6892870:		333	6
18304322:		332	23
18079804:		332	18
18500665:		331	46
18166936:		330	27
9917938:		330	11
13561164:		328	9
472331:		328	12
15784909:		328	9
2914097:		328	11
19057:		327	21
11594257:		327	16
9659607:		327	39
7090447:		327	8
12425532:		327	31
6990472:		327	15
13519397:		327	38
16034235:		326	27
10866624:		326	28
7736182:		325	22
6933876:		323	15
24445517:		323	45
9591398:		323	3
6218281:		322	5
35729:		322	17
23308087:		322	27
42900:		321	21
9462812:		320	9
15844362:		320	52
20312462:		320	8
13158800:		320	22
16073738:		319	3
6604794:		317	10
51964:		317	20
28204534:		317	7
11563110:		316	44
37442:		316	10
18593175:		316	21
11366397:		315	22
24934065:		315	19
89724:		314	26
19536001:		314	4
29396738:		312	2
17029526:		311	26
46756:		311	11
14288998:		311	34
3432478:		311	17
11300302:		311	12
24529123:		310	32
19542841:		310	22
43615:		309	12
18140047:		309	18
17340050:		307	14
6437061:		307	24
16113791:		307	20
23093359:		306	8
13574417:		306	16
10917:		306	15
6087756:		306	14
128029:		305	12
7137327:		305	22
25733990:		305	20
237209:		305	65
91477:		305	10
8573642:		303	10
12507214:		301	26
12513614:		301	12
35247769:		301	27
27774758:		300	23
11381643:		300	10
3819326:		300	14
29044:		298	25
6411961:		297	7
24120519:		297	32
8709528:		297	51
9943270:		297	19
9736930:		297	31
11096647:		297	28
26025580:		297	9
24422492:		296	6
17983690:		296	7
6574102:		296	4
12476820:		296	20
21393526:		295	21
18775247:		294	21
7740152:		294	15
1617:		294	4
2767793:		293	33
15863832:		293	27
30312891:		293	72
18498558:		293	38
10637766:		293	22
2536134:		293	14
18879761:		292	32
13254289:		292	3
10345927:		292	18
890:		291	20
18135:		291	9
8306761:		291	22
27003:		290	12
8709524:		289	52
17199504:		289	33
25454883:		289	30
51737:		289	5
30724132:		289	16
5152478:		288	15
17200687:		288	6
8855321:		288	36
17331518:		288	24
23301545:		287	12
13138734:		287	12
9462795:		287	31
21480930:		286	44
17245:		286	12
11250317:		285	21
2156:		285	6
2800905:		285	7
344262:		285	12
12875258:		284	14
14201:		284	8
7937462:		284	4
33232571:		284	1
13539044:		283	16
13596809:		283	20
17564519:		283	7
18660669:		283	14
4345498:		283	12
6479550:		282	22
10959277:		282	9
30256248:		282	11
13517455:		282	10
13453029:		281	28
15818107:		281	22
1811543:		281	21
8664353:		280	11
25644601:		280	1
10798418:		280	19
7514925:		280	21
6587879:		280	27
7039218:		280	10
11071466:		280	15
24768:		280	23
25735012:		280	16
12881778:		279	10
518848:		279	6
17233800:		279	7
12291438:		278	20
28449207:		278	36
4588:		278	5
28876:		278	7
9888775:		277	28
18813642:		277	1
248704:		276	10
16130549:		276	22
13570854:		275	30
15777621:		275	18
11559200:		275	27
15990969:		274	18
12043771:		274	25
6448470:		274	13
231804:		274	3
24763621:		274	32
10569:		274	1
9279177:		274	7
68429:		273	41
4932435:		273	27
28862528:		273	17
9761771:		272	23
12751687:		272	50
12600138:		272	26
48855:		272	7
7402393:		272	10
6514:		271	6
13581990:		271	33
29519514:		270	20
26860475:		270	27
21535271:		270	12
20575446:		270	2
24751478:		269	14
17453983:		269	19
6137154:		269	25
6050298:		269	17
17332969:		269	18
3153910:		269	16
17455585:		269	15
13533650:		269	12
13450339:		268	16
7766027:		268	12
13312527:		267	26
11544421:		267	46
6969:		267	11
16248113:		267	35
25489625:		266	2
16150831:		266	45
12842115:		266	12
15820748:		265	4
213753:		265	12
5364:		264	20
304027:		264	19
8559047:		264	21
228665:		264	10
30075802:		263	3
17673307:		263	12
2168860:		263	10
6261522:		263	7
9761778:		262	22
10803121:		262	20
13596166:		262	6
29385546:		262	29
13326831:		262	21
4447622:		261	14
20705702:		261	12
18126198:		261	5
15729539:		260	23
15704459:		260	21
21412202:		259	5
9305362:		258	18
42898:		258	9
9615347:		258	8
13514612:		257	28
29367958:		256	9
5310515:		255	10
20518872:		255	30
18080920:		255	5
100915:		255	5
68427:		255	20
15731779:		254	19
12401556:		254	12
12649718:		254	25
285205:		254	13
1137215:		254	10
18104607:		253	16
12396528:		253	21
14935:		253	12
17926775:		253	19
28187230:		253	32
297673:		253	8
7842288:		252	16
178476:		252	7
5759:		252	9
26073150:		252	46
2702704:		252	10
10816908:		252	22
21569527:		251	29
31931941:		250	30
9802372:		250	11
248483:		250	7
102868:		250	10
23164983:		249	16
16122034:		249	13
17337562:		249	12
13049981:		249	52
6342491:		249	14
11983940:		249	21
9397967:		249	11
8428195:		248	12
26365537:		248	4
18301124:		247	15
32145:		247	1
6314763:		247	3
10616322:		247	59
11454587:		247	59
1934:		246	13
7331435:		246	6
25372801:		246	20
17333880:		245	6
23272028:		245	18
32571395:		245	35
15704001:		244	6
26156203:		244	27
11112619:		244	22
10140661:		244	9
13183957:		244	17
16068780:		244	10
29236299:		243	31
11588:		243	8
12299419:		243	13
21469068:		243	10
944073:		243	10
12614410:		243	12
6320534:		242	9
17332556:		242	9
26721568:		242	11
10401084:		242	27
11918:		242	11
25179:		242	7
17802724:		241	20
50398:		241	6
21418013:		241	11
2187:		241	3
17331828:		241	14
10445208:		240	14
28374007:		240	30
29772863:		240	15
249747:		240	3
24337:		240	9
8706185:		240	13
33724:		240	10
13406425:		239	20
23017947:		239	6
12936:		239	11
11431896:		239	22
9369720:		239	13
18297707:		238	5
2153405:		238	8
21570318:		238	15
13643567:		238	17
39999:		238	16
16163690:		237	6
18339662:		237	27
21793182:		237	17
20727654:		237	22
18209454:		237	16
30555488:		237	10
13477676:		237	29
6538757:		237	1
51738:		237	6
1240662:		236	10
8680278:		236	22
17661416:		236	26
1162022:		236	5
10836728:		236	12
12444166:		235	16
17910048:		235	13
7082:		235	19
168668:		234	4
11250053:		234	21
9579634:		234	22
22232:		234	4
10993282:		233	27
14060046:		233	8
16303287:		233	11
8127:		233	2
1412138:		233	24
18465566:		233	9
2355575:		233	6
41899:		232	1
16075962:		232	9
7604:		232	8
234225:		232	12
10756656:		232	21
11861815:		232	25
27266:		231	13
28962906:		231	16
6043849:		231	19
26114135:		230	25
162085:		230	6
18360128:		230	4
852470:		230	3
1661957:		230	11
18051352:		230	24
17562900:		230	15
38709:		229	9
24807186:		228	13
10600242:		228	4
7540092:		228	18
10637748:		228	10
21853636:		227	7
20578940:		227	23
15768191:		227	16
10345937:		227	42
11178225:		227	16
9182478:		227	9
13612739:		226	9
6867:		226	17
89717:		226	8
30264:		226	10
7778981:		226	4
7719355:		226	19
77566:		225	7
16131489:		225	55
138398:		225	12
9284655:		225	16
118944:		225	4
7091488:		225	2
9637479:		225	20
28588345:		224	47
13536860:		224	13
13565914:		224	14
13578175:		224	7
6294549:		224	15
23587984:		223	3
23207027:		223	18
15985348:		223	46
7046495:		223	9
39988:		223	6
22875451:		223	14
1953:		222	3
16000044:		222	31
17404295:		222	16
954674:		222	5
13597723:		222	16
2998:		222	3
17406847:		222	19
15811545:		221	15
1629601:		221	7
110494:		221	3
11410430:		221	12
11479285:		221	1
15795357:		221	14
16109563:		220	14
17849112:		220	16
18367581:		220	16
13132816:		220	4
6315602:		220	13
12950372:		220	13
23203106:		220	23
17333319:		219	3
236093:		219	6
30226723:		219	20
6329547:		219	7
12930909:		219	19
18373:		218	13
3227063:		218	9
13572249:		218	9
91476:		218	10
13324841:		218	27
21996:		218	2
6280118:		218	24
2967752:		218	7
140077:		218	6
7126:		217	9
9897164:		217	14
25489134:		217	19
15797938:		217	18
5664985:		217	2
17020:		217	7
16172634:		217	3
76620:		216	5
18812405:		216	31
27272506:		216	8
78418:		216	6
24612624:		216	8
18336965:		216	22
8705784:		216	5
11594337:		216	10
13522285:		216	21
307791:		216	10
13112869:		215	12
25852870:		215	28
1158967:		215	4
21326:		215	5
28194:		215	5
20504754:		215	12
830:		214	9
16140036:		214	12
227463:		214	7
22611920:		214	4
9644151:		214	12
10357575:		214	15
34:		213	5
17563080:		213	4
30095464:		213	4
69136:		213	8
18667779:		213	12
7108001:		213	6
960:		212	2
16115612:		212	12
24612118:		212	19
12283261:		212	11
21524446:		212	10
3213286:		212	8
168642:		212	4
8492319:		212	15
25686927:		211	3
18134249:		211	9
22465597:		211	36
10746542:		211	13
27071490:		211	10
22822858:		211	20
6584134:		211	4
1845:		211	4
26114463:		211	13
23341894:		211	20
17332218:		211	29
29868610:		211	2
18666047:		210	14
476543:		210	2
24765:		210	17
235718:		210	10
22843341:		209	7
13448656:		209	6
18295852:		209	8
10112885:		209	20
18052985:		209	16
37435:		209	6
11043618:		209	12
2744:		209	5
10592:		209	7
7095831:		208	6
10987:		208	19
2986865:		208	17
7864587:		208	18
11192642:		208	1
17470674:		208	9
29991719:		208	19
28954189:		207	17
12296:		207	2
13605723:		207	17
29008738:		206	11
45107:		206	13
9516:		206	1
21979832:		206	16
17448960:		205	14
17623975:		205	12
153025:		205	15
23012877:		205	1
3228917:		204	3
18090508:		204	14
15832316:		204	12
7048800:		204	19
31450852:		204	41
22698568:		204	17
6584188:		204	9
19486421:		204	20
25893582:		204	15
2493:		204	11
22522808:		204	3
15993203:		203	8
1254951:		203	7
21969786:		203	18
8683812:		203	5
9859436:		203	17
22609317:		203	30
12842134:		203	14
25489025:		203	11
161426:		203	10
19286623:		202	8
930:		202	10
21457243:		202	10
18406862:		202	5
24485589:		202	18
29237211:		202	16
7137775:		202	5
15796700:		201	17
82434:		201	3
30253864:		201	3
24876258:		201	12
389627:		201	2
991197:		201	5
6512140:		201	5
149267:		201	13
23129410:		201	6
13223520:		200	20
26247008:		200	9
43763:		200	1
6587387:		200	12
5043:		199	8
4070493:		199	8
331920:		199	6
12216302:		199	15
169756:		199	7
12578294:		199	5
8492856:		199	6
49552:		198	8
13129925:		198	19
10407279:		198	10
19090384:		198	4
16090981:		197	15
15704486:		197	35
6597651:		197	17
11227041:		197	10
5098079:		197	8
4381:		197	4
6909544:		196	7
16029994:		196	7
3473:		196	5
7664041:		196	32
1902241:		196	14
32075662:		196	41
12924275:		196	12
12368985:		195	13
3431:		195	4
17158532:		195	25
7129598:		195	7
10677277:		195	12
13642:		195	5
8517207:		195	4
114166:		195	7
3570231:		195	13
872333:		195	3
24044596:		194	9
2623:		194	5
20643052:		194	8
20522640:		194	26
16134782:		194	8
2890090:		194	26
6547258:		194	18
2165:		194	7
25074849:		194	3
5056084:		194	2
83369:		194	8
7896345:		194	16
16001893:		193	8
12351649:		193	7
9266776:		193	7
11721314:		193	6
23719270:		193	16
13628209:		193	20
13517535:		193	17
8659601:		193	19
12119529:		193	38
6080337:		192	6
17237214:		192	5
46202:		192	10
23492282:		192	6
18693716:		192	6
24473763:		192	5
19208103:		192	6
26156987:		192	15
18079776:		192	4
10859509:		192	12
12180248:		192	6
91478:		192	8
16002136:		192	2
11447921:		192	2
17202452:		191	7
10128428:		191	4
17756559:		191	18
25041504:		191	18
1118668:		191	7
147865:		191	12
20819685:		190	21
23228:		190	4
10137823:		190	16
7624272:		190	8
11861062:		190	11
9439989:		190	7
60931:		190	15
17455815:		189	12
110391:		189	14
1966969:		189	15
28245707:		189	4
902:		189	5
10692:		189	9
21396155:		189	10
16176440:		189	15
18806240:		189	13
12900174:		189	7
92303:		189	4
270730:		189	3
7507908:		189	2
51496:		189	5
16101126:		188	18
8379374:		188	9
25812109:		188	11
2679633:		188	7
20588698:		188	4
20613491:		188	5
23299513:		188	17
9166877:		188	8
21416690:		187	8
14384:		187	4
5604848:		187	13
13227454:		187	9
28881:		187	2
16007855:		187	19
6101138:		186	1
13545075:		186	12
15812814:		186	10
45032:		186	6
16060716:		186	16
13138736:		186	12
8088:		186	4
46799:		186	5
21411058:		185	7
22926485:		185	8
9565045:		185	10
743599:		185	3
7295501:		185	12
20801166:		185	5
12875355:		185	6
10079321:		185	22
10790290:		185	6
2954411:		185	6
29519517:		184	22
12157365:		184	26
37470:		184	2
13643163:		184	11
16085457:		184	29
25785993:		184	1
72193:		184	2
13597728:		184	7
6468666:		184	9
22733729:		184	12
27161156:		183	1
1812457:		183	5
29579:		183	2
17670709:		183	30
15790837:		183	1
6261189:		183	3
22328:		182	2
13477883:		182	6
23355069:		182	14
10964693:		182	4
17883441:		182	21
17255435:		182	7
17334079:		182	14
156534:		182	3
20706284:		182	10
13451045:		182	6
30117284:		182	9
13413589:		182	15
1914973:		182	7
15724654:		181	15
18242896:		181	11
18461986:		181	6
9067850:		181	3
6871617:		181	6
6900:		181	1
179064:		181	7
334176:		181	17
29780253:		181	7
22429350:		181	6
31140847:		181	8
227443:		181	2
18246727:		180	9
23587120:		180	2
8058301:		180	20
25944798:		180	27
27840861:		180	49
10032672:		180	14
13489919:		180	14
28243032:		180	11
23677341:		180	18
13423346:		180	9
704043:		180	4
4556058:		180	8
5391115:		180	2
25063781:		179	11
22205:		179	9
28356624:		179	15
17978680:		179	11
11561469:		179	8
6582637:		179	3
22465605:		179	14
5199022:		179	14
12458287:		179	7
15791085:		179	12
34497:		178	3
18775297:		178	8
31451174:		178	44
12974372:		178	15
11958033:		178	9
13645645:		178	10
13089710:		178	21
13586707:		178	7
9581001:		178	29
10838787:		178	11
17449197:		178	15
12637490:		178	17
18079527:		177	6
13600318:		177	14
17158513:		177	16
15832932:		177	8
8581936:		177	21
27904311:		177	22
7826116:		177	8
18044277:		177	14
485894:		177	5
22896551:		177	18
11715276:		177	6
4929:		177	8
25671827:		176	2
16131077:		176	20
17558817:		176	11
13486122:		176	2
17342701:		176	23
5805:		176	7
18405:		176	10
8852:		176	3
6001758:		176	5
887877:		176	20
153008:		176	7
8356487:		176	14
19549841:		175	8
29749085:		175	21
12444297:		175	23
13831:		175	2
20926278:		175	25
4900:		175	3
12390650:		174	8
21936988:		174	14
9297774:		174	22
16134551:		174	5
10757771:		174	6
6357708:		174	13
24886016:		174	6
216363:		174	11
11297:		173	13
22428828:		173	9
13722513:		173	11
20640755:		173	8
11556960:		173	17
28181315:		173	1
20345202:		173	26
6585201:		173	11
17302495:		173	12
8288246:		173	7
6369113:		173	5
17831614:		173	4
854757:		173	7
22471294:		172	10
20761374:		172	1
6665671:		172	5
22571275:		172	10
16065004:		172	23
17375956:		172	6
40158:		172	22
2839:		172	7
18081228:		172	16
6642402:		172	4
38980:		172	2
23754:		172	2
25776210:		172	15
25667918:		171	25
15792316:		171	7
18423:		171	8
12383869:		171	30
15931:		171	3
1103:		171	7
28686840:		171	8
24178:		171	7
6319978:		171	3
9850443:		170	4
15739018:		170	31
13330943:		170	7
51428:		170	8
13069935:		170	6
23732096:		170	2
16054217:		170	23
84136:		170	5
20170296:		170	2
16074758:		170	22
12753231:		170	14
438492:		169	7
29541818:		169	5
16140408:		169	12
793399:		169	5
11227040:		169	10
12873:		169	11
13638131:		169	12
13436373:		169	8
27015399:		169	11
13125234:		169	13
140082:		169	5
17333171:		169	8
16117506:		168	5
20613920:		168	7
6839093:		168	1
7061:		168	2
25564446:		168	5
22303684:		168	9
26228034:		168	12
7823038:		168	5
33722:		168	7
17162156:		168	18
17936925:		167	9
13547180:		167	1
24666002:		167	8
37781:		167	4
12930:		167	20
24800:		167	10
1622:		167	2
23310751:		167	13
13147230:		167	8
13115995:		167	18
13449677:		167	13
33643994:		167	11
9938498:		166	2
5981872:		166	7
10970532:		166	17
10357792:		166	23
9918083:		166	12
25373:		166	4
29610595:		166	9
16070521:		166	11
18134894:		165	9
17792606:		165	9
12716010:		165	23
25781157:		165	11
20174424:		165	16
15717876:		165	2
26025989:		165	5
19103097:		165	17
1268479:		165	15
12977172:		165	14
19174917:		165	14
18498569:		165	17
23403402:		165	11
18077769:		165	8
18341046:		165	12
8087906:		165	9
12104686:		165	10
25802884:		164	4
23122175:		164	7
15723286:		164	9
23363928:		164	12
7954556:		164	2
29844228:		164	13
10441:		164	4
20348781:		164	7
11230081:		164	1
17231:		164	6
22021611:		164	2
24499258:		164	7
13605727:		163	4
6469165:		163	10
30809689:		163	3
28110143:		163	8
15944406:		163	4
3697927:		163	3
38990:		163	1
18079719:		163	10
20701984:		163	3
25528801:		163	25
12288282:		163	4
16071745:		163	5
24983:		163	18
46777:		163	6
9595650:		163	5
16101168:		163	7
29939048:		163	7
23314731:		163	9
23302416:		163	12
23127048:		163	14
22923997:		162	6
17977710:		162	9
7930335:		162	9
119324:		162	7
26245850:		162	14
21823465:		162	5
20829029:		162	11
7967:		162	7
556602:		162	4
9416:		162	2
30281:		162	4
23346358:		162	11
7060582:		162	11
28597587:		161	13
22510983:		161	11
10506237:		161	16
9680114:		161	11
33385229:		161	14
493456:		161	4
15714476:		161	9
7093952:		161	7
13412515:		161	6
10048874:		161	10
77773:		161	5
5161066:		161	4
29437949:		161	19
3367956:		160	4
15813668:		160	5
15993374:		160	8
11367726:		160	18
2526:		160	7
676924:		160	6
9791:		160	6
4703581:		160	5
22895264:		160	14
13415554:		160	5
17833099:		160	10
28477789:		159	14
28262024:		159	11
24504274:		159	5
25663637:		159	16
25816688:		159	16
29939390:		159	21
2321296:		159	6
7157310:		159	9
31538635:		159	5
29396:		159	11
23204215:		158	8
17342700:		158	19
11486:		158	9
6149:		158	3
6224935:		158	6
2956:		158	5
18170039:		158	6
10428803:		158	6
30687916:		158	13
6555517:		158	9
22020052:		157	10
15817361:		157	4
27827203:		157	11
24376529:		157	15
7863423:		157	2
8041873:		157	3
6547187:		157	5
15513156:		157	9
17254035:		157	8
6202342:		157	7
10335701:		157	2
6696602:		157	4
16069167:		157	7
11045709:		157	13
7285498:		157	8
17798287:		156	2
26074185:		156	8
17317675:		156	5
18630542:		156	2
29236298:		156	19
3863861:		156	6
7244:		156	5
3867:		156	2
23285659:		156	7
29906980:		156	3
27083865:		155	19
12663646:		155	14
10956:		155	4
40159:		155	8
5826:		155	11
15703770:		155	16
17262236:		155	15
65605:		155	7
30831912:		155	3
332775:		155	7
8662836:		155	11
18468559:		154	9
17158596:		154	6
11595276:		154	15
1420:		154	3
3389671:		154	6
16068341:		154	10
15815333:		154	7
16718083:		154	6
31450908:		154	8
13641105:		154	25
15826934:		154	3
10763598:		154	19
17380041:		154	16
2248573:		154	2
22929578:		154	12
16071764:		154	1
22571699:		154	9
7558747:		154	5
5292853:		154	5
30839185:		153	9
13486632:		153	3
7981206:		153	14
15505346:		153	12
893136:		153	6
34268:		153	5
13152:		153	3
23252517:		153	12
91479:		153	8
10327303:		153	10
170210:		153	2
25899336:		152	4
28587957:		152	15
23128304:		152	2
13638020:		152	25
2261214:		152	15
8546358:		152	7
28921:		152	6
68494:		152	9
12948:		152	1
8299165:		152	9
18045891:		152	14
13614836:		152	5
18076876:		151	8
12893742:		151	13
22522805:		151	7
17876893:		151	6
28676:		151	7
24453082:		151	3
8449698:		151	8
1828067:		151	12
8429687:		151	31
114162:		151	4
14891:		151	2
17563539:		151	3
2113260:		151	2
6388558:		151	4
9118135:		150	22
32796253:		150	21
80660:		150	7
22062202:		150	12
6472451:		150	7
12837725:		150	26
6566722:		150	4
12287209:		150	3
24431358:		150	11
25893709:		150	4
9815702:		150	31
140079:		150	4
8113512:		150	12
9403947:		150	5
31122:		150	9
22816087:		149	36
17228280:		149	8
55399:		149	7
18966322:		149	3
22295304:		149	8
7801229:		149	16
24280:		149	4
96358:		149	6
13424032:		149	7
9975679:		149	9
16304:		149	11
18163646:		149	8
18775203:		148	10
15752757:		148	6
6624871:		148	14
4327066:		148	8
10988:		148	20
6063187:		148	2
6871616:		148	4
26836910:		148	22
17134589:		148	4
243272:		148	18
25756328:		148	16
21686:		148	3
6006518:		148	6
16158596:		147	10
320:		147	1
13565676:		147	9
33151805:		147	14
6065215:		147	9
15757434:		147	11
7821447:		147	1
3112850:		147	4
6611038:		147	10
12591698:		147	8
3985:		147	4
33456:		147	4
19501672:		147	7
25014114:		147	12
15793231:		146	7
13112915:		146	12
11516221:		146	11
7827221:		146	4
8694389:		146	4
8069828:		146	24
359410:		146	5
45978:		146	4
188230:		146	2
4325:		146	6
13576132:		146	12
